,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2007),1920796,P.S. I Love You (2007) ,附注：我爱你 P.S. I Love You,剧情,爱情,8.1,110103,30.6%,45.5%,21.7%,1.9%,0.3%,美国,1040863,1054411,1040500,1010555,1040992,1017913,1044708,1049624,"https://ia.media-imdb.com/images/M/MV5BNTg2MDg4MjI5NV5BMl5BanBnXkFtZTcwMzQ0MDczMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
