,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2010),1858711,Toy Story 3 (2010) ,玩具总动员3 Toy Story 3,喜剧,动画,奇幻,冒险,8.8,201161,50.9%,36.9%,11.4%,0.6%,0.1%,美国,1022678,1054450,1017911,1027139,1010558,1044706,1049486,"https://ia.media-imdb.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_UY268_CR3,0,182,268_AL_.jpg"
