,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2007),1855131,"Tôkyô tawâ: Okan to boku to, tokidoki, oton (2007) ",东京塔 東京タワー～オカンとボクと、時々、オトン～,剧情,家庭,8.6,23423,45.2%,41.7%,12.4%,0.6%,0.1%,日本,1291293,1007189,1014853,1000823,1003483,1051523,1024141,1029600,1011447,1017251,1314712,1187780,1041631,1033824,1029037,1050906,1037138,1304319,"https://ia.media-imdb.com/images/M/MV5BMjNlM2ZhMGUtNTJkNS00MTcwLTkzN2UtNDRmNzQwNTA4Mzc5XkEyXkFqcGdeQXVyNTAwMTE0MzE@._V1_UY268_CR3,0,182,268_AL_.jpg"
