,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2007),1947549,Shooter (2007) ,生死狙击 Shooter,动作,悬疑,惊悚,犯罪,7.7,86516,18.4%,51.1%,28.4%,1.9%,0.2%,美国,1013907,1035674,1031801,1131634,1010571,1031868,1022569,"https://ia.media-imdb.com/images/M/MV5BMGRjMzY0OGItNDc4YS00OGNlLWI3MGYtZjRkNjdiNWUyNDY4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX182_CR0,0,182,268_AL_.jpg"
