,movie_comment,movie_id,movie_score,movie_time,user_id
0,虽然还不错，但看完后很困惑：这个剧，和甄嬛传，有什么本质分别么？甄嬛传是一群女人搞宫斗，军师联盟是一群男人搞宫斗……为啥很多弹幕有脸鄙视前者啊？不都是拍给欲求不满的都市男女看得精神A片咩。,26605881,4,2018-04-04,putengfei
1,从一曲《I Hate Myself For Loving You》响起，全程高燃。看到高达了！好激动！斯皮尔伯格就属于那种商业片基本功非常扎实的人，我们的电影人应该多学习他，有情怀可以，但一定要招待好观众。,4920389,5,2018-04-01,putengfei
2,真的一定要看！贱炸天！污炸天！屌炸天！梅林叔我男神瞬间崩坏但就是好好看啊！,25830732,5,2018-04-01,putengfei
3,暴力的本质是权力，权力的本质是让他人服从的能力，一言以蔽之曰“控制”。无论是校园暴力、家庭暴力，那些对他人施以暴力者，内心一定藏有对失控的恐惧。能控制自己内心，能淡然面对客观世界失控的人，才是真正的强者。而那些向他人挥舞拳头、掩盖恐惧的人，不是。,1434283,5,2018-03-21,putengfei
4,这部电影下了三年，都没看，今天中午突然想看，快看完的时候新闻推送说“斯蒂芬·霍金去世”……自己第六感果然抢单。PS：电影不错，再强大的大脑，也没有资格让他人成为你的附属品——我爱过，我尽力了。,24815950,4,2018-03-14,putengfei
5,先尽人事，方知天命。,23715312,4,2018-03-12,putengfei
6,我个人觉得这个比黑豹好看得多啊！而且蚂蚁多可爱，再多也不会犯密集恐惧症。,1866473,4,2018-03-12,putengfei
7,其实我也觉得一般。观影的时候听见坐右边的一位小哥说：“非洲科技要真这么牛逼，这不是扯么，完全没实感。”我觉得喜不喜欢这部影片可能真和政治正确没关系，而是太脱离现实、缺乏说服力的设定，中国这种现实主义国家的观众，不容易买账。毕竟即使是神话，中国人也倾向于接受那些最现实的部分。,6390825,3,2018-03-12,putengfei
8,第二季完全脱离了左拉的原著，已经变成一个很怪的存在了。这个剧第一季还是不错的。而且个人推荐左拉原著《妇女乐园》，这就是一个十九世纪法国马云煽动一堆女人买买买的霸道总裁故事。其间，小零售商被大型商场击垮；顺应潮流者从底层成为巨富；有的贵妇买到倾家荡产；也有普通女性在工作中找到自我。,25755447,3,2018-03-10,putengfei
9,小孩子是单纯的，而大人是狡猾的。,1303360,4,2018-03-10,putengfei
10,只能说，这片里的大帝一辈子都在同母亲的影响较劲吧。,1308950,4,2018-03-10,putengfei
11,有钱才能救命和保命，唉……,1295124,5,2018-03-10,putengfei
12,不喜欢这部片子，导演用力过猛了。,1301723,3,2018-03-10,putengfei
13,完全是冲着阮玲玉的表演技巧去的。一点不夸张地说，她的表演本身真的就是艺术，哪怕只是动作和神情，都蕴含了太多东西。那是一个连五毛钱特效都缺乏的黑白默片年代，你甚至不能通过台词去增加感染力，你体现出来的，就是纯粹的表演。阮玲玉演这部戏时才24岁，现在那些高票房小鲜肉和所谓女神们都该面壁,1302210,5,2018-03-10,putengfei
14,结尾有点发力不均匀。女主控场。,26611804,4,2018-03-10,putengfei
15,这部片子用几个人的人生，回答了一个问题：“为什么参加战斗？”家里长辈回忆起抗日岁月，就说当时他们去当兵，没有什么多伟光正的理由，要么是跟着军队有饭吃，要么是恨鬼子杀了家里人，还有的就是连民族大义层次也谈不上的、单纯不想被小鬼子欺负的一腔热血。,26425072,4,2018-03-10,putengfei
16,我觉得这几部片子和剧完全就是一个系列：至暗时刻、敦刻尔克、国王的演讲、王冠……,26761416,5,2018-03-10,putengfei
17,评论区真是开眼，居然有探讨家暴合理性的，居然还有觉得男人只要赚钱养家了，那么怎么对待妻子女儿都可以的。有些人是当真觉得女人们该活在大清朝，然而他们应该不会把“我平时有家暴的习惯”写进自己的征婚启事去的。,26942674,4,2018-03-08,putengfei
18,小儿科的所谓政治斗争……如果说坂本龙马是每个人学生时代最想成为的那个“完美的自己”，赤场帝一就是那个最最最中二的自己吧……果然还是坂本最屌。,26691320,3,2018-03-01,putengfei
19,杨贵妃故事转述的语境是耐人寻味的。最初，贵妃死于兵乱是中性语境；随着对正统的崇拜、外族的恐惧和礼教的束缚三者的加深，贵妃逐渐变成狐媚惑主的罪魁祸首；而清中叶以降，贵妃被逐渐塑造成“舍身救国”的“大义”形象……直到这部戏，“杨贵妃”这个文化符号，才多少被还原成“人”。对此，要点赞。,5350027,4,2018-02-10,putengfei
20,托尼亚简直是“刘鑫”。南希·克里根被袭击，托尼亚脱不了干系。对她我不予置评。只想说说受害者南希。南希家境优渥，是个名副其实的白富美。但她不娇气，更不像电影中的托尼亚一样，永远给自己找理由。膝盖受伤后，她仍坚持训练，并在当年冬奥会获得女子花样滑银牌。该以谁为榜样，反正不是托尼亚。,26756049,4,2018-02-03,putengfei
21,个人觉得不太好。导演给自己加戏太多了，但这个戏本应该是一个很突出的群戏。群戏中固然有主要角色，但总体而言，各个角色之间的戏份是基本平衡的，而角色通力合作推进完成的故事，才是重点。对比其他版本，这一版为了凸显主角，把其他角色弱化，这本身是个大失败。,25790761,3,2018-01-27,putengfei
