,movie_comment,movie_id,movie_score,movie_time,user_id
0,我再也不想看这样的电影了,26861685,,2018-02-28,oldmanriver
1,,1303073,5,2018-01-22,oldmanriver
2,Shia演的真好，可惜拍的有点崩，虽然两位主角性格表象截然相反但也不能把电影节奏也拍的这么精分吧...以及自从看完女性瘾者之后就有点无法直视斯特兰，总觉得他变变态态的怎么破,26793860,3,2018-01-18,oldmanriver
3,身披魚鱗的半人，生於寒冷水中，也可以暖如炉火，以心換心。柔軟的童話故事，像一首小情歌，滿是纯真和不计回报的善意。Sally表演加分。,26752852,4,2018-01-13,oldmanriver
4,excuse me就这电影是怎么做到连鲜破纪录的？？？无聊，93分钟像熬了两个多小时，甚至觉得只有Lucas Hedges的角色是还OK的,26588314,3,2018-01-12,oldmanriver
5,,27388936,,2018-01-09,oldmanriver
6,,26746559,3,2018-01-07,oldmanriver
7,lucas这个角色就像刚从卡西家出来。祝福Sam与狗爹奥斯卡双飞,26611804,4,2018-01-04,oldmanriver
8,脑仁疼！五方还挺性感的,26528871,,2017-12-31,oldmanriver
9,刘昊然太好看了,5350027,4,2017-12-30,oldmanriver
10,朱克这个娘炮我好想揍扁他！！！,26862829,,2017-12-27,oldmanriver
11,,27602189,3,2017-12-15,oldmanriver
12,,26724989,4,2017-12-14,oldmanriver
13,受不了看Jake这么惨,26575145,3,2017-12-13,oldmanriver
14,可以说非常致郁了…小惊喜是Asa演技有所提高，Sam有用力过猛嫌疑,26908497,4,2017-12-11,oldmanriver
15,五颗星全部给Timmy。The movie rests on his shoulders and he brings it to life.,26799731,5,2017-12-11,oldmanriver
16,我已经看到石头姐给狗爹颁小金人的画面了,26761416,5,2017-12-04,oldmanriver
17,所以高司令告诉你去搞SNL一直笑场也是没有问题的,27140221,4,2017-12-02,oldmanriver
18,都不知道流的是鼻涕還是眼泪了！,20495023,5,2017-11-28,oldmanriver
19,铁叔又睡了不该睡的人,1300605,4,2017-11-27,oldmanriver
20,闪闪好可爱啊！！！,2158490,4,2017-11-19,oldmanriver
21,最后的晚餐,25790761,3,2017-11-13,oldmanriver
22,一想到是四妹在调皮还有什么好害怕的～,3604148,3,2017-11-09,oldmanriver
23,再次受到帅的暴击！剃了头发依然是我的大公主！没有娜塔丽波特曼这个大型电灯泡看着舒服多了…,25821634,4,2017-11-03,oldmanriver
24,也是想不出比高司令更适合这个角色的人了,10512661,4,2017-10-29,oldmanriver
25,好看的都在预告里，正片究竟是什么东西。万万没料到看王男能看的这么煎熬,26378579,2,2017-10-21,oldmanriver
26,,3743049,,2017-10-02,oldmanriver
27,,26753020,1,2017-09-30,oldmanriver
28,真冤啊，Diǎo都还没施展 腿就断了，谋色又害命。范宁婊起来无人能敌，邓斯特像个笨蛋大妈。四星仅献给骚爸爸的橫陳玉体和哭哭啼啼的优秀表演，并不代表我懂科波拉女士在干什么,26761325,4,2017-09-29,oldmanriver
29,等著卷儿演Mick Jagger传记片了,27000062,5,2017-09-28,oldmanriver
30,我在等一个人。谁？我不记得了。,26920017,5,2017-09-21,oldmanriver
31,荷兰可爱，接受了这只新小虫。故事就…Meh,24753477,3,2017-09-19,oldmanriver
32,有一种很厉害的滤镜叫做诺兰滤镜，怎么可以把这些男孩子拍的都那么好看？！摄影机简直和Fionn谈了一场恋爱吧！空军组帅到人神共愤，落日余晖中的老湿美到喷泪！,26607693,5,2017-09-01,oldmanriver
33,,26745327,,2017-08-31,oldmanriver
34,片头David Bowie的歌，想起戴涵涵给自己的女儿取名Bowie Rose DeHaan，多温柔啊！Mül是我想象中天堂的模样❤️,11502973,3,2017-08-30,oldmanriver
35,,1308567,,2017-08-29,oldmanriver
36,神经病啊,6854414,2,2017-08-29,oldmanriver
37,我们永远拥有巴黎,1296753,4,2017-08-28,oldmanriver
38,,1294570,4,2017-08-28,oldmanriver
39,That's why I love hot chocolate.,1297311,5,2017-08-28,oldmanriver
40,,1296992,3,2017-08-27,oldmanriver
