,movie_comment,movie_id,movie_score,movie_time,user_id
0,把它当话剧看 就不会无聊 ,1328665,4,2018-03-28,piggytea
1,ANA上看,3072064,3,2018-03-11,piggytea
2,ANA上看的 好囧,26857793,2,2018-03-04,piggytea
3,大过年的我是为什么要来看这个…,26861685,3,2018-02-19,piggytea
4,,26769593,3,2018-01-01,piggytea
5,,27030611,3,2018-01-01,piggytea
6,看《芳华》哭了三次，然而程序猿一滴眼泪都没掉，还要我给他拉片讲影片分析。,26862829,5,2017-12-31,piggytea
7,,2133323,4,2017-12-09,piggytea
8,,3319755,4,2017-12-08,piggytea
9,,25897313,4,2017-12-05,piggytea
10,在这里，读懂中国。,26657126,5,2017-11-23,piggytea
11,,27024903,5,2017-10-26,piggytea
12,,26639958,2,2017-10-20,piggytea
13,,26615511,,2017-10-11,piggytea
14,,26657439,3,2017-10-11,piggytea
15,,26691320,5,2017-10-09,piggytea
16,,27038183,3,2017-10-03,piggytea
17,,24883463,4,2017-10-01,piggytea
18,,24752793,4,2017-09-23,piggytea
19,,24752524,4,2017-09-23,piggytea
20,,25922902,3,2017-09-16,piggytea
21,太可爱,1417728,5,2017-09-16,piggytea
22,,4917726,5,2017-09-09,piggytea
23,,26607693,4,2017-09-01,piggytea
24,赶在下线前去看了，真的很好看。女主完全就是鲸鲸本人吧！请到陈奕迅可以说是非常现实励志剧情了。,26790961,5,2017-08-02,piggytea
25,,26811587,3,2017-07-16,piggytea
26,,27037043,3,2017-07-15,piggytea
27,虽然是套路但还是很感人啊 （办公室观影,6019180,4,2017-07-08,piggytea
28,见微知著啊。。“能够控制好力气扇我耳光却不让眼镜掉下来真的好厉害啊。”,26362351,4,2017-07-07,piggytea
29,,4154964,4,2017-06-17,piggytea
30,,26788941,,2017-06-17,piggytea
31,刚看完《内心引力》的亲友场，有笑有泪，更有情怀和感动。自多年前在豆瓣认识胡弦子 ，到看着她和秋荣成立酿影像工作室 ，再看到他们漫长孕育的纪录片终于上映。凭着才华、真诚与勇气，他们做了很多人想做然而不敢去做的事。真心推荐大家去影院看这部电影！,26776397,5,2017-06-11,piggytea
32,,26653357,4,2017-06-07,piggytea
33,,26862259,2,2017-05-31,piggytea
34,,10777687,4,2017-05-24,piggytea
35,,24752466,4,2017-05-16,piggytea
