,movie_comment,movie_id,movie_score,movie_time,user_id
0,这是个甜文啊……哈哈哈哈，简直就是把sm的设定抛到脑后了嘛！哥哥求婚那段还挺感动的！保镖小哥略帅！这片子真是毫无逻辑毫无剧情，但爽文就感觉还挺开心的,26323032,3,2018-04-15,minionline
1,太tm难看了……烂片都不足以形容这部片子的难看程度，一言难尽！！！！,4819988,1,2018-04-05,minionline
2,学会一句超屌的骂人话：I'll kick your twat so far up your throat you'll get pregnant giving blowjobs…哈哈哈哈哈哈哈哈哈哈哈哈太厉害了画面感，让我笑一会！！,27007669,4,2018-04-02,minionline
3,天！Drew Berrymore好可爱！试问有这样的老婆，就算变丧尸又怎样？！！！手撕杀人犯那个简直笑死了哈哈哈哈,26754624,4,2018-04-02,minionline
4,"被年轻人写烂的全息游戏，被72岁的斯皮尔伯格拍出来了！Shame on all of U！！也真的只有老人家这么有钱花功夫谈妥这么多版权了…
前有乐高把广告拍成电影，后有斯皮尔伯格把彩蛋拍成电影！很难想象大导演是怎么补齐了这些很pop的文化和所有的梗，热泪盈眶！！！",4920389,5,2018-03-31,minionline
5,我觉得那水怪还挺萌的，有点可爱啊……我是病了么哈哈哈哈！！！不过倒是没想到这么简单的剧情也能得奖啦哈哈哈哈有点懵，只能说天时地利人和吧，心疼画家和小哥一秒……,26752852,4,2018-03-25,minionline
6,讲真剧情看得挺懵逼的，真心不咋地。但是中间对于高科技部分的设计还有创意，让我觉得满开脑洞的，所以有加分！另外里面妹子都好能打哈哈哈哈，喜欢豹哥露肉福利，目前为止见过块儿练的最养眼的男演员了…,6390825,4,2018-03-18,minionline
7,不行了……笑死我了……爷爷那段笑到喷泪,5258869,5,2018-03-13,minionline
8,所以这部是彻底变爱情电影了……男主原来那个老女人也够不要脸的了，话说这十好几年性癖就被女主突然掰正了也是醉人……这俩确实绝配，一个是生理统治别人其实需要有人统治，另一个是啥也不怕可劲扑腾，真是啥锅配啥盖……,26323031,3,2018-02-21,minionline
9,完全没我想象的难看啊，就是男主对白一直尬了点，充满杰克苏口吻。其他倒是还好，剧情还算是挺纯爱的？披着sm的爱情片而已……所以其实除了最后打那几下也没怎么sm啊，还整个协议最后也没用，这男的……莫不是有点傻,24840488,3,2018-02-21,minionline
10,只有亚洲才能搞出来的设定啊，套上阎罗地狱的人性讨论，但是每个关卡感觉没太深入进去，就那么滑过去了……金东旭演的好赞，最后感动死了！！导演最后还客串了一下么哈哈哈，河正宇好帅啊啊啊啊！朱智勋好逗比= =,11584016,4,2018-02-21,minionline
11,评分纠结了好久，25集左右的演员演技和情节让我太崩溃了……老实说剧里所有女演员（除了老板娘，老板娘和老关到底啥时候能好上）演技都尬到炸裂。不过最后一集周队的独白挽回一星……其实演到中部一直强调双胞胎DNA的时候就对反转有点感应了，有感于这个设定挺妙的……,26883064,5,2018-02-20,minionline
12,凭借我对奶遥的热爱也是救不了这部剧了……剧情实在是泛善可陈。而且奶遥打斗戏真的很尬……果然还是负责美就可以了，不要挑战那些高难度的剧情……,27112384,3,2018-02-17,minionline
13,没第一部好看了，不过还是很温馨。脱衣舞男身材太好了吧哈哈哈哈,26941790,3,2018-02-17,minionline
14,笑昏古去……太逗了这俩人啊哈哈哈哈哈小两口拌嘴的日常,27011834,5,2018-02-07,minionline
15,休叔的大！长！腿！Zac Efron唱歌一秒回到歌舞青春……剧情很普通，但是歌都好好听，不过感觉有点过于现代了吧，感觉中间那个歌姬在大剧院唱的是流行歌曲……？休叔唱功好像还是没咋进步……2333,3914513,4,2018-02-05,minionline
16,天啊最后那个地方太漂亮了吧！几个反转都很有意思，最后稍微有点拖沓，一度想快进，不过还是励志又催泪，鸡汤我干了！！,3793023,4,2018-01-28,minionline
17,潘老师的经典之作！,1550445,4,2018-01-27,minionline
18,故事本身就……还好吧，但是！但是！小卷毛基友也太可爱了！犯错之后只想要原谅他啊！！！,26787574,4,2018-01-22,minionline
19,谁能不爱上甜茶！！！他好可爱，心都化了！锤子在他旁边简直黯然失色……,26799731,5,2018-01-10,minionline
20,减一星我觉得节奏有点乱，剧情主线不太纯粹…这不是我熟悉的星战啊？但是好处是情节很丰富，事实上有点过于跌宕了…最后感觉又绕回起点，大概星战系列还能再拍个百八十部吧，鼓掌！,22265634,4,2018-01-01,minionline
21,看的时候一直在心里惊叹：妈呀日本人太客气了吧？！,26020796,3,2018-01-01,minionline
22,节奏乱七八糟…也没个主线，不过当喜剧凑合看了,26436645,3,2018-01-01,minionline
23,这个神秘的节奏…前半截看的我快睡着，新说找了一堆大牌给我看这个…？还穿插超黑色的冷幽默，结果后半截还挺爽？？？这是个什么类型的片？很难归类…,26723165,3,2018-01-01,minionline
24,哈哈哈哈哈挺逗的，关于包皮的那一段讲述真的是十分直观和通俗哈哈哈哈笑死了。下流梗玩得超遛，最后母女回忆好温馨。我们作为妈妈，明明就不知道自己在做什么，就别装的好像自己什么都知道一样，好吗！,26385940,4,2017-12-17,minionline
25,字幕组太慢了！啃着生肉半蒙半懂的看完了！看到女主开放麦不停地打磨同一个段子，直到最后找到节奏，太赞了简直，天生就是吃这碗饭的！下一季追剧预定！！,26813221,5,2017-12-02,minionline
26,emmm怎么讲，本来我看预告大概能感觉出来是个什么路数的电影，后来看评价那么高对自己之前的预判产生了怀疑，不过最后看完感觉和最早的一致…算是蛮套路的，迪士尼负责亲情，皮克斯负责梦想…不过也是真心催泪，但我只能说迪士尼的介入真的有点破坏皮克斯原本的灵…,20495023,4,2017-11-25,minionline
27,沉浸在锤哥的肉体里不能自拔，只有肉没有脑的锤好可爱哦。短头发帅死了！笑料不断，客串惊喜，洛基感觉要搞事情，彩蛋没啥期待真的越来越不想看妇联了…,25821634,5,2017-11-04,minionline
28,说实话从小说的时候就不太理解这个故事……后半段有意思！前半段，表示不知道讲啥呢= =意识流撒狗粮？？？,26935251,3,2017-10-29,minionline
29,剧情有点散…？Max很可爱啊你们不要针对她！怎么感觉这季都很熊，11也是熊了吧唧的，然后姐妹线完全不懂有啥意义还特意演了一集？？？结果剧情又变天启地狱犬了么…spn即视感啊我去,26844438,5,2017-10-29,minionline
