,movie_comment,movie_id,movie_score,movie_time,user_id
0,,27199936,3,2018-04-07,noirdesir
1,和台湾朋友在大理大学看的，歌不错。,27196380,4,2018-04-03,noirdesir
2,,4920389,5,2018-03-30,noirdesir
3,,10432911,3,2018-03-25,noirdesir
4,悲剧。,26896001,5,2018-03-23,noirdesir
5,,3732426,4,2018-03-23,noirdesir
6,,4016948,3,2018-03-23,noirdesir
7,,3008691,3,2018-03-23,noirdesir
8,woc！自由女神像又遭殃了，你们有考虑过她的感受吗？,2144242,3,2018-03-22,noirdesir
9,竟然没有想象中尴尬！加一星,26861685,4,2018-03-19,noirdesir
10,,25976733,5,2018-03-19,noirdesir
11,,25726259,5,2018-03-16,noirdesir
12,张力十足！,2133433,4,2018-03-10,noirdesir
13,,25786077,3,2018-03-08,noirdesir
14,,20497633,3,2018-03-08,noirdesir
15,,2028634,4,2018-03-06,noirdesir
16,,1767888,3,2018-03-06,noirdesir
17,远超预料的精彩！,26611804,5,2018-03-05,noirdesir
18,,26995719,4,2018-03-05,noirdesir
19,我只想说，哈哈哈哈哈哈,26938395,5,2018-02-12,noirdesir
20,,27038183,3,2018-01-28,noirdesir
21,,26898192,5,2018-01-24,noirdesir
22,,27073291,4,2018-01-23,noirdesir
23,,6874741,4,2018-01-22,noirdesir
24,诗写的不错,26337866,4,2018-01-14,noirdesir
25,燃爆！,25788426,4,2018-01-14,noirdesir
26,,26775933,3,2018-01-13,noirdesir
27,好玩~,2367134,4,2018-01-13,noirdesir
28,,1292216,4,2018-01-09,noirdesir
29,,27043957,2,2018-01-06,noirdesir
30,,27027913,3,2018-01-06,noirdesir
31,细思恐极,26428577,4,2018-01-06,noirdesir
32,,1309171,4,2018-01-05,noirdesir
33,,25921812,5,2018-01-05,noirdesir
34,,10512661,5,2018-01-05,noirdesir
35,,22265634,5,2018-01-05,noirdesir
36,,26862829,4,2018-01-05,noirdesir
37,燃爆了~,26710394,5,2017-12-22,noirdesir
38,,25983044,4,2017-11-22,noirdesir
39,,26934346,5,2017-11-17,noirdesir
40,节奏缓慢，张力十足，然而男主选角是败笔。。,26691486,4,2017-11-14,noirdesir
41,好看，那女主的骤然一变真是吓人。,26688480,4,2017-10-26,noirdesir
42,希望能有第二季！,26310143,5,2017-10-26,noirdesir
43,还算可以吧。,26930540,3,2017-10-24,noirdesir
44,像永恒燃烧的太阳，不懂得月亮的盈缺。,26883064,5,2017-10-19,noirdesir
45,太尬了，感觉还没开始就结束了！！！,25723583,2,2017-10-02,noirdesir
46,流弊！,25808075,4,2017-09-27,noirdesir
47,看完更不想开车了。。。,11600078,4,2017-09-12,noirdesir
48,反转特别生硬。。,25884801,3,2017-09-12,noirdesir
49,,1298871,3,2017-09-08,noirdesir
50,尼根怎么还没死，好气啊！,26654811,4,2017-09-08,noirdesir
51,,26383898,4,2017-08-13,noirdesir
52,哈哈哈哈哈,25947154,4,2017-08-05,noirdesir
53,,27028944,3,2017-07-01,noirdesir
54,,27070044,3,2017-07-01,noirdesir
55,7.1 天天鉴定植物都快傻掉了，跑电影院看了一下。感觉剪掉了很多，很多转折莫名其妙的。,11803087,4,2017-07-01,noirdesir
56,坐在张导演旁边看完了，看不太懂。。。,26177735,3,2017-06-02,noirdesir
57,这腹黑的感觉，很对我胃口啊哈哈哈！,26844922,4,2017-04-19,noirdesir
58,看到东京街头重逢的那一段泪目，平平淡淡的感情历经沧桑回首时才会觉得可贵啊。,26921674,4,2017-04-06,noirdesir
59,遗憾的是，编剧编到最后编崩掉了，说好的悬疑片，最后变成奇幻片是个什么鬼？,26600660,3,2017-03-28,noirdesir
60,有趣极了~,26789384,4,2017-03-27,noirdesir
61,小bug超多，不够自圆其说！,26661229,3,2017-03-27,noirdesir
62,环环相扣，好久没见过这么精彩的推理电影了！,26580232,4,2017-03-26,noirdesir
63,感觉很亢长很亢长。。,4074292,3,2017-03-22,noirdesir
64,略亢长。场景调度很特别，采用了很多方框的设计，王祖贤白衣极具阴郁美。,1441176,4,2017-03-20,noirdesir
65,失败的中国教育的典型，“父母皆祸害”小组的成员估计都是这么来的哈哈哈！,1433417,3,2017-03-12,noirdesir
66,满满的符号，满满的隐喻。,1434269,5,2017-03-11,noirdesir
67,整体来讲，还是一个不错的故事，虽然是剧情设置，可是这样看完一辈子真是让人感觉很无力啊，要是能加上某种设置，可以预测不同举动下不断更改的未来就好玩了［开脑洞］。,21324900,3,2017-02-22,noirdesir
68,整体看来制作的还是比较粗糙，部分台词听着略尴尬。期待导演新作《好极了》。,4894072,4,2017-02-21,noirdesir
69,最近有点怀旧，所以找了一堆八九十年代的片子看，片里是比我记忆中还要更老的南方乡村，场景里几度出现了古帆船，还有无数耐人寻味的细节。场景的调度特别美，部分大远景和远景让我想起看过的另一部电影《八两金》。本来以为剧情会很闷的的，没想到看起来很流畅，欲言又止的感觉拿捏的很准，4.5分。,1294139,4,2017-01-27,noirdesir
70,,25846034,3,2016-12-20,noirdesir
71,,26584103,5,2016-12-20,noirdesir
72,,26707767,5,2016-12-20,noirdesir
73,,26715847,4,2016-12-20,noirdesir
74,预防性一星！,6982558,1,2016-12-17,noirdesir
75,继续虐狗。。。,26290080,4,2016-12-16,noirdesir
76,沮丧机器人可萌了：）,1292267,3,2016-12-16,noirdesir
77,,24696982,4,2016-12-16,noirdesir
78,被秀一脸的恩爱啊啊啊啊,25901415,3,2016-12-16,noirdesir
79,,26042888,4,2016-12-16,noirdesir
80,,1292401,3,2016-12-15,noirdesir
81,难以置信！,4719384,5,2016-12-15,noirdesir
82,,1304900,3,2016-12-15,noirdesir
83,好棒！,1291842,5,2016-12-15,noirdesir
84,音乐不错，情节欣赏不来。,1298351,3,2016-12-11,noirdesir
85,希望到了32岁活得不要像一个笑话。,26352462,4,2016-12-10,noirdesir
86,燃爆了~！,26266072,4,2016-12-10,noirdesir
87,无节操哈哈哈哈,26769892,4,2016-12-08,noirdesir
88,什么鬼东西。,3176523,2,2016-12-08,noirdesir
89,,1303145,3,2016-12-08,noirdesir
90,,1308814,4,2016-12-07,noirdesir
91,,2338055,5,2016-12-06,noirdesir
92,不算很差，也不算很好。,3338862,,2016-12-04,noirdesir
93,科恩兄弟处女作，节奏不快但步步惊心，有老派惊悚片的感觉！,1302542,4,2016-11-29,noirdesir
94,丧心病狂的剧！笑抽了哈哈哈！,25933417,5,2016-11-18,noirdesir
95,好可爱！！,26766869,5,2016-11-18,noirdesir
96,,10483280,2,2016-11-17,noirdesir
97,,1827713,4,2016-11-17,noirdesir
98,,10437779,4,2016-11-11,noirdesir
99,,26389331,3,2016-11-11,noirdesir
100,史上最衰杀手哈哈哈！,26284621,4,2016-11-04,noirdesir
101,并不好看。,26022182,2,2016-11-04,noirdesir
102,,25966044,5,2016-11-02,noirdesir
103,跟夜魔是没法比滴。。,26857233,3,2016-10-22,noirdesir
104,,3170602,2,2016-10-20,noirdesir
