,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2017),10512661,Blade Runner 2049 (2017) ,银翼杀手2049 Blade Runner 2049,剧情,科幻,惊悚,8.2,201055,37.9%,40.8%,17.5%,2.8%,1.0%,美国,加拿大,英国,1028333,1012531,1009238,1045259,1018643,1002676,1013764,1014003,1326533,1337333,1031917,1335066,1337583,1036728,1027381,1057556,1041118,"https://ia.media-imdb.com/images/M/MV5BNzA1Njg4NzYxOV5BMl5BanBnXkFtZTgwODk5NjU3MzI@._V1_UX182_CR0,0,182,268_AL_.jpg"
