,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,poster
0,(2014),10485647,X-Men: Days of Future Past (2014) ,X战警：逆转未来 X-Men: Days of Future Past,动作,科幻,冒险,8.2,264146,31.6%,47.7%,18.9%,1.5%,0.3%,美国,英国,1049586,1010508,1006958,1000010,1022616,1054415,1036341,1004627,1054410,1010540,1012520,1012515,1019009,1058493,1022645,1004660,1004580,1220507,1050059,1327521,1234202,"https://ia.media-imdb.com/images/M/MV5BZGIzNWYzN2YtMjcwYS00YjQ3LWI2NjMtOTNiYTUyYjE2MGNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
