,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,poster
0,(2013),6874403,Begin Again (2013) ,再次出发之纽约遇见你 Begin Again,喜剧,爱情,音乐,8.5,178611,41.2%,43.9%,13.6%,1.1%,0.2%,美国,1280127,1054448,1040505,1174312,1017966,1312964,1002681,1036449,1049677,1384643,1384609,1384610,1384608,1101684,1384607,1078248,1347724,1114861,1337955,1282187,1068046,1384611,1384612,1344854,1331388,1131992,1384606,1175270,1367269,1384615,"https://ia.media-imdb.com/images/M/MV5BNjAxMTI4MTgzMV5BMl5BanBnXkFtZTgwOTAwODEwMjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
