,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2014),10535562,The Raid 2 (2014) ,突袭2：暴徒 The Raid 2: Berandal,剧情,动作,犯罪,7.8,33035,27.4%,43.2%,24.6%,4.0%,0.8%,印度尼西亚,美国,1320029,1319990,1235271,1319993,1333217,1319991,1231070,1012650,1187328,1045454,1080463,1339544,1341924,1341925,"https://ia.media-imdb.com/images/M/MV5BMTg5MTE2NjA4OV5BMl5BanBnXkFtZTgwMTUyMjczMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
