,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,poster
0,(2013),6874456,The Hunger Games: Catching Fire (2013) ,饥饿游戏2：星火燎原 The Hunger Games: Catching Fire,动作,科幻,冒险,7.3,147010,14.1%,42.7%,36.3%,5.5%,1.3%,美国,1000242,1022616,1053556,1012478,1053560,1004571,1010556,1054394,1010617,1040982,1040517,1107884,1322152,1318991,1018065,1254642,1326506,1036484,1000150,1093145,"https://ia.media-imdb.com/images/M/MV5BMTAyMjQ3OTAxMzNeQTJeQWpwZ15BbWU4MDU0NzA1MzAx._V1_UX182_CR0,0,182,268_AL_.jpg"
