,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,poster
0,(2012),7064681,Ookami kodomo no Ame to Yuki (2012) ,狼的孩子雨和雪 おおかみこどもの雨と雪,剧情,动画,家庭,奇幻,8.5,63847,43.5%,41.5%,13.8%,1.0%,0.3%,日本,1274299,1037138,1134773,1327137,1313595,1327135,1327136,1327139,1002915,1025558,1016451,1017335,1327138,1312824,1380307,1315737,1380308,1020236,1058969,"https://ia.media-imdb.com/images/M/MV5BMTUzNTUzMTA5OF5BMl5BanBnXkFtZTgwOTg0ODc1MTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
