,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2012),10438426,Fu cheng mi shi (2012) ,浮城谜事,剧情,7.3,63838,11.5%,46.0%,37.5%,4.3%,0.8%,中国大陆,法国,1274263,1042568,1274463,1318634,1312699,1313650,1318635,1011112,"https://ia.media-imdb.com/images/M/MV5BOTQxODY3NjItN2U0NS00NDcxLThjODktZmIxMDk4NzIwNzU2XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR3,0,182,268_AL_.jpg"
