,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,poster
0,(2012),10467774,Sun zi cong Mei Guo lai (2012) ,孙子从美国来,剧情,家庭,儿童,8.4,31897,36.3%,47.0%,15.4%,1.0%,0.2%,中国大陆,1319081,1313471,1318556,1318324,"https://ia.media-imdb.com/images/M/MV5BMWQ0YWZhM2ItZTYxMS00ZTg5LWJlNDEtNzFiZDY5Yjg0ZWQ2XkEyXkFqcGdeQXVyNDQwMTQ5ODk@._V1_UX182_CR0,0,182,268_AL_.jpg"
