,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2013),10432911,Gamgi (2013) ,流感 감기,剧情,惊悚,灾难,7.8,60303,23.6%,46.3%,25.6%,3.5%,0.9%,韩国,1040892,1037420,1184484,1335381,1312810,1326499,1076796,1029817,1319238,1322205,"https://ia.media-imdb.com/images/M/MV5BMTQ4NzI2OTg5NV5BMl5BanBnXkFtZTgwNjQ3MDgyMjE@._V1_UY268_CR2,0,182,268_AL_.jpg"
