,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2013),7059671,The Best Offer (2013) ,最佳出价 La migliore offerta,剧情,爱情,悬疑,8.3,68718,32.8%,51.2%,14.7%,1.0%,0.2%,意大利,1018983,1010543,1053559,1018643,1010556,1019160,1070924,1162235,1014172,1230086,"https://ia.media-imdb.com/images/M/MV5BMTQ4MzQ3NjA0N15BMl5BanBnXkFtZTgwODQyNjQ4MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
