,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2012),6880590,Beijing Blues (2012) ,神探亨特张,动作,犯罪,6.9,33759,11.9%,35.4%,40.1%,9.7%,2.9%,中国大陆,1274943,1321222,1275948,1274664,1320930,1321229,1317432,1318634,1321236,"https://ia.media-imdb.com/images/M/MV5BNzUzNDhmYzMtOTllYS00OWNmLTkyZGYtMjUwNDhmNTE5NWUxXkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_UY268_CR9,0,182,268_AL_.jpg"
