,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2013),6879185,12 Years a Slave (2013) ,为奴十二年 12 Years a Slave,剧情,传记,历史,7.9,109142,22.5%,51.5%,24.3%,1.5%,0.2%,美国,英国,1312650,1010581,1000010,1009405,1062068,1027774,1017893,1334862,1036443,1054452,1041159,"https://ia.media-imdb.com/images/M/MV5BZjFkOGNjZjAtMzZjNS00ZjI2LTkwNjEtOWQ3NzQzOTBlMDA5XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
