,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2011),10450409,Sai de ke · ba lai: Tai yang qi (2011) ,赛德克·巴莱(上)：太阳旗 賽德克·巴萊(上)太陽旗,剧情,历史,战争,8.8,57133,52.0%,38.3%,8.6%,0.7%,0.3%,台湾,1300587,1316654,1319515,1314142,1045426,1206526,1032562,1312865,1023805,"https://ia.media-imdb.com/images/M/MV5BODEyMzQ1NzE2NF5BMl5BanBnXkFtZTcwNjU0MDE2Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
