,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,director5,director6,director7,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2013),10539856,Hannibal             ,汉尼拔 第一季 Hannibal Season 1,悬疑,惊悚,犯罪,8.1,38035,34.1%,42.8%,19.7%,2.7%,0.7%,美国,1027213,1296398,1016756,1292948,1014153,1055664,1276194,1017931,1040529,1044937,1217159,1045160,1022596,1040623,1331331,1007011,"https://ia.media-imdb.com/images/M/MV5BMjU1NTgyNjI5OF5BMl5BanBnXkFtZTgwNDgxNDA4NTE@._V1_UY268_CR43,0,182,268_AL_.jpg"
