,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,director3,director4,director5,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2012),6558062,The North Remembers             ,权力的游戏  第二季 Game of Thrones Season 2,剧情,奇幻,冒险,9.4,130045,74.1%,22.4%,3.3%,0.2%,0.1%,美国,英国,1298974,1045747,1356195,1293340,1018056,1314818,1314668,1314927,1314652,1036559,1019009,1009352,1265420,1318962,1027299,1009420,1040612,"https://ia.media-imdb.com/images/M/MV5BNzc4NDQ5MzA1N15BMl5BanBnXkFtZTcwMDQwNTgzNw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
