,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2014),7046723,Dawn of the Planet of the Apes (2014) ,猩球崛起2：黎明之战 Dawn of the Planet of the Apes,剧情,动作,科幻,7.5,170318,16.1%,48.0%,32.1%,3.3%,0.6%,美国,1045032,1002708,1305193,1010507,1021995,1010533,1248592,1036476,1316845,1341026,1341378,1009256,1341379,1009476,1237713,1319224,"https://ia.media-imdb.com/images/M/MV5BMTgwODk3NDc1N15BMl5BanBnXkFtZTgwNTc1NjQwMjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
