,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2012),6869395,Dai juk hei kek (2012) ,低俗喜剧 低俗喜劇,喜剧,6.3,55117,8.5%,25.4%,45.0%,15.8%,5.3%,香港,1000148,1019343,1297367,1304196,1001604,1275121,1316214,1023827,1032940,1274279,1121730,1275866,"https://ia.media-imdb.com/images/M/MV5BZmY4YjA5ZGItNGE5NS00NzBkLWE0NmItZTRjMmZmOGY1Njk3XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY268_CR4,0,182,268_AL_.jpg"
