,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2012),6860160,Les Misérables (2012) ,悲惨世界 Les Misérables,剧情,爱情,音乐,8.5,215871,44.2%,39.8%,14.0%,1.6%,0.4%,美国,英国,1274998,1010508,1016674,1048027,1053586,1010503,1016680,1027161,1247507,1275018,1168372,1326084,1326977,"https://ia.media-imdb.com/images/M/MV5BMTQ4NDI3NDg4M15BMl5BanBnXkFtZTcwMjY5OTI1OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
