,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,poster
0,(2016),6982558,The Great Wall (2016) ,长城 The Great Wall,动作,奇幻,冒险,5.1,246005,5.4%,12.8%,35.3%,25.0%,21.5%,中国大陆,美国,1054398,1054443,1275432,1329628,1054424,1010539,1274319,1337001,1013782,1314535,1275564,1276105,1326363,1339594,1320592,1355538,1365985,1369476,1344727,1070766,1032805,"https://ia.media-imdb.com/images/M/MV5BMjA3MjAzOTQxNF5BMl5BanBnXkFtZTgwOTc5OTY1OTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
