,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2015),10484117,Eye in the Sky (2015) ,天空之眼 Eye in the Sky,剧情,战争,7.8,64090,21.0%,51.6%,23.2%,3.0%,1.2%,英国,南非,1045060,1054390,1049498,1025153,1335066,1036408,1009367,1318906,1356053,1356054,1355868,1331347,1019988,1045060,1323264,"https://ia.media-imdb.com/images/M/MV5BNTY4Nzg5MTU0OV5BMl5BanBnXkFtZTgwMjY2MjU2NzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
