,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,poster
0,(2012),10521648,Puss in Boots: The Three Diablos (2012) ,穿靴子的猫：萌猫三剑客 Puss in Boots: The Three Diablos,动画,短片,8.1,43340,30.2%,47.0%,21.1%,1.5%,0.2%,美国,1287124,"https://ia.media-imdb.com/images/M/MV5BNjc1MDRhY2UtZjVkMC00MThiLThjYjAtMGQ5ZGRhNThjYWMyXkEyXkFqcGdeQXVyMjEzMDMwMTI@._V1_UY268_CR2,0,182,268_AL_.jpg"
