,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,director5,director6,director7,director8,director9,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2011),6729183,American Horror Story             ,美国恐怖故事：谋杀屋 第一季 American Horror Story: Murder House Season 1,剧情,悬疑,恐怖,7.7,45107,21.3%,47.1%,27.6%,3.3%,0.6%,美国,1275184,1319808,1337912,1331516,1353143,1055664,1277464,1000418,1355046,1031898,1040567,1004627,1315926,1013900,1000091,1040622,1000366,1041010,1219263,1336819,1315786,1036443,"https://ia.media-imdb.com/images/M/MV5BMTk5MTcwMDAzMF5BMl5BanBnXkFtZTgwMzQ2MzkzMzI@._V1_UY268_CR1,0,182,268_AL_.jpg"
