,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2013),10484041,Yokomichi Yonosuke (2013) ,横道世之介,剧情,爱情,8.7,58121,51.0%,37.0%,10.7%,1.0%,0.3%,日本,1316375,1042089,1010036,1009895,1000823,1314909,1050495,1041791,1021383,1111204,1048388,1275810,1307243,"https://ia.media-imdb.com/images/M/MV5BNWQxNDNlZGQtM2RhZS00MjkxLTlmYjYtZTc1MGM1OGQ0NzIyXkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_UY268_CR5,0,182,268_AL_.jpg"
