,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2013),10438691,Side Effects (2013) ,副作用 Side Effects,剧情,惊悚,犯罪,7.4,35410,10.4%,52.3%,34.5%,2.5%,0.3%,美国,1054400,1010510,1274969,1031224,1056058,1009320,1317472,1018226,1328826,1276140,1316077,1022716,"https://ia.media-imdb.com/images/M/MV5BMTc2MzY0NDAwOF5BMl5BanBnXkFtZTcwMTE1Mzc4OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
