,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2013),6985803,The Young and Prodigious T.S. Spivet (2013) ,少年斯派维的奇异旅行 L'extravagant voyage du jeune et prodigieux T.S. Spivet,剧情,家庭,冒险,8.5,73013,39.3%,46.1%,13.6%,0.9%,0.2%,法国,澳大利亚,加拿大,1054518,1327870,1016680,1044972,1049641,1191734,1028353,1147415,1128740,"https://ia.media-imdb.com/images/M/MV5BMTk3MDU1MTc5Ml5BMl5BanBnXkFtZTgwNzk2NDY2NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
