,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,poster
0,(2012),7015798,Searching for Sugar Man (2012) ,寻找小糖人 Searching for Sugar Man,纪录片,音乐,传记,9.1,37201,62.7%,30.8%,5.9%,0.4%,0.2%,英国,瑞典,芬兰,1062209,"https://ia.media-imdb.com/images/M/MV5BMWYyMzgxNDQtMDI2Mi00NmMzLWI5MTAtMmUwNDg3Yjg3N2U3XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY268_CR7,0,182,268_AL_.jpg"
