,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2013),10535568,Blue Is the Warmest Color (2013) ,阿黛尔的生活 La vie d'Adèle,剧情,爱情,同性,8.3,108324,37.2%,43.8%,16.9%,1.7%,0.5%,法国,比利时,西班牙,突尼斯,1037183,1328876,1009295,1000884,1328877,1328878,1048308,1336813,1336319,1322034,1006080,1336881,"https://ia.media-imdb.com/images/M/MV5BMmYwZmVkZGItMjMyOS00OTkxLTg0MDEtZTM2Yzk0ZWEyNTQzXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_UY268_CR2,0,182,268_AL_.jpg"
