,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,director5,director6,director7,director8,director9,director10,director11,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2012),6952149,Live Free or Die             ,绝命毒师  第五季 Breaking Bad Season 5,剧情,犯罪,9.6,68930,82.4%,14.5%,2.7%,0.3%,0.2%,美国,1342450,1321831,1048279,1036605,1321832,1279570,1331469,1031807,1331471,1320122,1004722,1031807,1049498,1091090,1315784,1321830,1315753,1027856,1061460,1077505,1086244,1129549,1045139,"https://ia.media-imdb.com/images/M/MV5BMTUwMjI3MzcyMF5BMl5BanBnXkFtZTcwMzc1MDUwOA@@._V1_UY268_CR111,0,182,268_AL_.jpg"
