,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2015),6846893,Chappie (2015) ,超能查派 Chappie,动作,科幻,惊悚,7.2,79887,14.9%,40.1%,36.6%,6.7%,1.7%,美国,墨西哥,南非,1049576,1010508,1053569,1036300,1025134,1348270,1346350,1000476,1332603,1348274,1018156,1348273,1319331,1348272,1348271,1033122,"https://ia.media-imdb.com/images/M/MV5BMTUyNTI4NTIwNl5BMl5BanBnXkFtZTgwMjQ4MTI0NDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
