,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2012),6900092,Geon-chook-hak-gae-ron (2012) ,建筑学概论 건축학 개론,爱情,7.5,81003,17.4%,44.5%,34.1%,3.5%,0.5%,韩国,1318411,1316048,1275570,1187152,1314463,1320109,1318902,"https://ia.media-imdb.com/images/M/MV5BNjE1NTI0ZGEtNDM5Ny00ODExLThkMDAtODQ1YmI5MWYxODZmXkEyXkFqcGdeQXVyMjk3NjE3NTM@._V1_UY268_CR2,0,182,268_AL_.jpg"
