,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,poster
0,(2012),6730004,Love (2012) ,爱 愛,剧情,爱情,7.0,190982,10.4%,37.4%,43.7%,7.2%,1.3%,台湾,中国大陆,1274411,1138320,1163713,1274608,1259866,1274316,1274814,1013782,1274411,1316680,1321053,1320834,1275934,1385666,1165442,1314952,1319936,1318294,1317824,1322666,1312740,1274308,1275274,1274684,1275481,1315231,1274546,1280588,1331396,1317174,1371530,1352136,1326980,"https://ia.media-imdb.com/images/M/MV5BNDA0NjMwODEwN15BMl5BanBnXkFtZTgwOTQ2NjA2MDE@._V1_UY268_CR9,0,182,268_AL_.jpg"
