,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2012),6985810,Jagten (2012) ,狩猎 Jagten,剧情,9.0,142045,59.8%,33.2%,6.2%,0.5%,0.3%,丹麦,瑞典,1045236,1040529,1037165,1332097,1337941,1162359,1098890,1182014,1014683,"https://ia.media-imdb.com/images/M/MV5BNDM2MzMwMzcxNF5BMl5BanBnXkFtZTcwNTczMDk3OA@@._V1_UY268_CR0,0,182,268_AL_.jpg"
