,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2014),6776051,The Normal Heart (2014) ,平常的心 The Normal Heart,剧情,同性,历史,8.3,38247,36.3%,44.8%,17.2%,1.3%,0.4%,美国,1275184,1040505,1025059,1000004,1000002,1054532,1017897,1000016,1013900,1014744,1315253,"https://ia.media-imdb.com/images/M/MV5BMTAwODQ5MTA0NzBeQTJeQWpwZ15BbWU4MDAyMDg4NzEx._V1_UX182_CR0,0,182,268_AL_.jpg"
