,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2012),6890730,Hon zin (2012) ,寒战 寒戰,剧情,动作,犯罪,7.4,225185,12.9%,48.8%,34.4%,3.4%,0.5%,香港,中国大陆,1318764,1318745,1041390,1118167,1274292,1013782,1018373,1011935,1050329,1045364,1025476,1045571,1162139,1323456,1007512,1314929,1274760,1054424,1286723,"https://ia.media-imdb.com/images/M/MV5BZDg3MDQ0NGEtMDAyNS00NzQ2LWFiYjAtYTgyMGE2ZjFiMTNkXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY268_CR3,0,182,268_AL_.jpg"
