,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2012),10537853,Feng shui (2012) ,万箭穿心,剧情,家庭,8.5,91036,40.3%,46.4%,11.9%,1.1%,0.3%,中国大陆,1274891,1040392,1315972,1313991,1324619,1318208,1324620,1369283,1369282,1369287,1369286,1369284,1369290,1333918,"https://ia.media-imdb.com/images/M/MV5BN2JjZjRlZWUtYTAxYS00Zjc1LWFkM2YtMWVlMjFlYzhjMGZhXkEyXkFqcGdeQXVyNTIxMjUyMTk@._V1_UY268_CR2,0,182,268_AL_.jpg"
