,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2015),10047547,The Hunger Games: Mockingjay - Part 2 (2015) ,饥饿游戏3：嘲笑鸟(下) The Hunger Games: Mockingjay - Part 2,动作,科幻,冒险,6.1,67372,7.0%,20.8%,49.5%,18.1%,4.7%,美国,1000242,1022616,1053556,1012478,1053560,1004571,1054519,1054394,1036484,1040517,1010556,1107884,1010617,1040982,1004607,1181459,"https://ia.media-imdb.com/images/M/MV5BNjQzNDI2NTU1Ml5BMl5BanBnXkFtZTgwNTAyMDQ5NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
