,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2011),6796133,Futatabi akai weiner             ,深夜食堂2,剧情,9.1,50687,62.3%,31.1%,6.2%,0.3%,0.1%,日本,1291293,1050995,1320378,1320377,1051523,1038295,1016968,1029037,1007189,1316249,1315885,1324102,"https://ia.media-imdb.com/images/M/MV5BODNiMzIyNWYtODY2Yy00YTcyLWIxMGItMzZkMWM3NmUwZTYwXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY268_CR4,0,182,268_AL_.jpg"
