,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2016),7051830,Miss Peregrine's Home for Peculiar Children (2016) ,佩小姐的奇幻城堡 Miss Peregrine's Home for Peculiar Children,剧情,奇幻,冒险,7.2,94555,12.6%,41.7%,40.4%,4.6%,0.6%,美国,1019002,1000220,1025155,1054408,1054384,1261575,1031755,1087137,1041139,1364546,1010570,1019038,1363384,1341262,1350097,1362909,1102808,"https://ia.media-imdb.com/images/M/MV5BMTU0Nzc5NzI5NV5BMl5BanBnXkFtZTgwNTk1MDE4MDI@._V1_UY268_CR16,0,182,268_AL_.jpg"
