,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2012),10439358,Herutâ sukerutâ (2012) ,狼狈 ヘルタースケルター,剧情,惊悚,犯罪,7.0,55297,12.3%,35.7%,42.9%,7.8%,1.2%,日本,1029590,1004857,1005286,1014742,1275762,1040986,1002867,1014550,1314909,1015047,1045413,1041631,1019318,"https://ia.media-imdb.com/images/M/MV5BMzBlOGY4M2ItOGY5NS00YjQ1LTljZjgtYTA0YWY3OTkxNGRiXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_UY268_CR7,0,182,268_AL_.jpg"
