,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2013),6873657,American Hustle (2013) ,美国骗局 American Hustle,剧情,犯罪,6.7,64465,7.5%,31.5%,49.1%,10.1%,1.7%,美国,1022739,1005773,1013757,1022563,1013770,1022616,1049602,1036445,1131634,1165173,1009310,1144396,1000541,1010660,1337321,1337322,"https://ia.media-imdb.com/images/M/MV5BMmM4YzJjZGMtNjQxMy00NjdlLWJjYTItZWZkYzdhOTdhNzFiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
