,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2015),6845667,The Man from U.N.C.L.E. (2015) ,秘密特工 The Man from U.N.C.L.E.,喜剧,动作,冒险,8.0,79141,26.4%,49.1%,22.0%,2.1%,0.3%,美国,英国,1025148,1044713,1049997,1233154,1285548,1003493,1049700,1322172,1041227,1340070,1022836,1044927,1346573,"https://ia.media-imdb.com/images/M/MV5BMzcwMTZkYTEtMWJjNS00MTI5LWEwNDYtMmFmYzEyYjhjNjE1XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg"
