,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2011),7054120,Black Mirror             ,黑镜 第一季 Black Mirror Season 1,剧情,科幻,惊悚,9.3,216520,72.1%,23.5%,3.9%,0.3%,0.2%,英国,1290520,1187874,1019038,1316928,1010533,1273698,1045284,1317389,1316843,"https://ia.media-imdb.com/images/M/MV5BNTEwYzNiMGUtNzRlYS00MTMzLTliNzgtOGUxZGZiNThlNWYwXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
