,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2011),5320233,Lee's Adventure (2011) ,李献计历险记,爱情,奇幻,冒险,6.4,30389,8.9%,27.3%,43.9%,15.1%,4.8%,中国大陆,1276086,1324950,1036492,1275649,1274290,1274497,1274655,1314964,1313934,"https://ia.media-imdb.com/images/M/MV5BNTkxNjk2NjYtODEyZi00ZDIwLTg4ZDQtNjEwZGNmNTI2Y2RlXkEyXkFqcGdeQXVyMzEyMjM4Mjc@._V1_UY268_CR0,0,182,268_AL_.jpg"
