,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2011),4206436,War Horse (2011) ,战马 War Horse,剧情,战争,8.0,160562,28.4%,47.6%,21.7%,1.9%,0.3%,美国,1054440,1316109,1041201,1013814,1009405,1004596,1031862,1007145,1317447,1040984,1010533,1206488,"https://ia.media-imdb.com/images/M/MV5BMjExNzkxOTYyNl5BMl5BanBnXkFtZTcwODA0MjU4Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
