,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2009),3609075,Wo ju             ,蜗居,剧情,爱情,家庭,7.9,62309,24.1%,50.2%,22.8%,2.0%,0.9%,中国大陆,1314569,1272245,1274508,1313559,1011513,1275044,1004773,1317068,1301329,1317151,1316636,"https://ia.media-imdb.com/images/M/MV5BYTIyZTZlODgtYzNiMy00MTI0LTgxNjgtNDE0M2Q0ZjdhZThlXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
