,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2010),4133814,Sin yan (2010) ,线人 線人,剧情,动作,惊悚,7.3,97946,10.3%,47.5%,38.6%,3.3%,0.4%,香港,中国大陆,1275075,1050053,1037273,1215287,1014781,1033846,1274268,1274529,1313361,1044122,1016083,"https://ia.media-imdb.com/images/M/MV5BMjMwNDA4NTAyMl5BMl5BanBnXkFtZTgwNjc3NjI2MDE@._V1_UY268_CR5,0,182,268_AL_.jpg"
