,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2013),6887029,Inside Llewyn Davis (2013) ,醉乡民谣 Inside Llewyn Davis,剧情,音乐,8.0,63941,26.5%,49.7%,21.7%,1.8%,0.3%,美国,英国,法国,1054517,1054401,1012481,1025144,1017898,1047958,1055073,1040987,1027323,1322327,"https://ia.media-imdb.com/images/M/MV5BMjAxNjcyNDQxM15BMl5BanBnXkFtZTgwNzU2NDA0MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
