,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2012),4718369,Bai lu yuan (2011) ,白鹿原,剧情,历史,6.3,85279,5.7%,24.4%,50.3%,16.1%,3.5%,中国大陆,1274667,1050265,1274494,1274291,1274840,1313885,1196361,1274274,"https://ia.media-imdb.com/images/M/MV5BNmZjNjI1Y2QtNjIwNi00M2RmLTg3MjYtYmUzYzAwZTZjMjFlXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UY268_CR8,0,182,268_AL_.jpg"
