,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2013),3793783,Gravity (2013) ,地心引力 Gravity,科幻,惊悚,灾难,7.8,257295,26.7%,44.2%,24.1%,3.6%,1.4%,美国,英国,1036409,1022003,1054433,1048024,1335305,1335306,1335307,1335308,"https://ia.media-imdb.com/images/M/MV5BNjE5MzYwMzYxMF5BMl5BanBnXkFtZTcwOTk4MTk0OQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
