,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2013),10437779,Sinsegye (2013) ,新世界 신세계,剧情,犯罪,8.5,87826,41.0%,45.7%,12.1%,0.9%,0.2%,韩国,1319989,1109907,1045142,1051046,1023418,1327932,1319357,"https://ia.media-imdb.com/images/M/MV5BMTYxODg5ODMxOV5BMl5BanBnXkFtZTcwNzkwMzYyOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
