,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,poster
0,(2009),3873960,Wo de qing chun shei zuo zhu             ,我的青春谁做主,剧情,爱情,7.6,46848,18.7%,46.7%,30.5%,3.3%,0.8%,中国大陆,1274699,1275534,1014781,1275536,1274301,1274391,1275537,1035269,1275542,1275538,1275539,1047358,1275541,1275540,1275543,1275544,1275545,1316096,1274661,1344365,1338019,"https://ia.media-imdb.com/images/M/MV5BYmRmYzIwM2QtMTJkMC00MGI3LWJjYWYtNDQ3OTk1YTQ0NWIzXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
