,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,poster
0,(2012),7065168,Kodoku no gurume             ,孤独的美食家 第一季 孤独のグルメ Season1,剧情,8.8,32163,51.3%,38.2%,9.6%,0.7%,0.2%,日本,1016968,1316202,"https://ia.media-imdb.com/images/M/MV5BNTUwNjA0MjUxOF5BMl5BanBnXkFtZTgwODkyMTM3NTE@._V1_UY268_CR110,0,182,268_AL_.jpg"
