,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2008),3313801,Fei cheng wu rao (2008) ,非诚勿扰,喜剧,爱情,7.1,268182,11.3%,41.6%,40.6%,5.4%,1.1%,中国大陆,1274255,1000905,1138320,1051526,1032562,1033102,1274939,1001890,1276038,1043136,1274417,1276031,1318149,1320411,"https://ia.media-imdb.com/images/M/MV5BZGM3ZjI5MDktZjEwYS00ZDg0LWJiYjUtNTEyZThhZjNhYzc2XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR6,0,182,268_AL_.jpg"
