,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2010),4190211,The Tourist (2010) ,致命伴旅 The Tourist,剧情,悬疑,惊悚,6.6,129295,7.9%,28.7%,49.8%,11.8%,1.7%,美国,法国,意大利,1044973,1054456,1054447,1041126,1003482,1002699,1025293,1016775,1009615,1225542,1099002,1022742,"https://ia.media-imdb.com/images/M/MV5BMTMyMzc3OTkwMV5BMl5BanBnXkFtZTcwMjc0MTgwNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
