,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2012),3771562,Prometheus (2012) ,普罗米修斯 Prometheus,科幻,惊悚,冒险,7.3,200230,15.6%,41.3%,35.1%,6.3%,1.7%,美国,英国,1054416,1013796,1000010,1018991,1049501,1035672,1179434,1286119,1032169,1258410,1301179,1282399,1006919,1338499,"https://ia.media-imdb.com/images/M/MV5BMTY3NzIyNTA2NV5BMl5BanBnXkFtZTcwNzE2NjI4Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
